,image,xmin,ymin,xmax,ymax,label,img_width,img_height
85,0AAUF.jpg,253.957388301501,112.435722736187,424.552417291951,288.941137129093,pastry,0,0
86,1578988530.307078_0042_3.jpg,244.581294964029,13.9971223021583,402.23309352518,186.38273381295,chicken,0,0
87,58758fedf6db5d1a.jpg,132.0,634.0,378.0,904.0,Doughnut,0,0
88,1578988530.307078_0232_3.jpg,314.56690647482,109.030215827338,490.635971223022,267.418705035971,chicken,0,0
89,1572413169.113633_2928_3.jpg,8.10359712230216,150.284892086331,164.282014388489,380.132374100719,papadum,0,0
90,1572579653.4777_1684_3.jpg,229.847482014388,374.975539568345,353.611510791367,489.89928057554,fish,0,0
91,bd2bb5a55cafdf34.jpg,538.0,150.0,977.0,573.0,Doughnut,0,0
92,1572588409.786849_3456_3.jpg,118.607194244604,68.5122302158274,236.477697841727,150.284892086331,fish,0,0
93,1578976328.983514_0032_3.jpg,36.0978417266187,152.494964028777,167.228776978417,259.315107913669,egg,0,0
94,1579590194.199263_0022_3.jpg,179.01582733813,304.253237410072,276.258992805755,396.339568345324,fish,0,0
95,1572588409.786849_2415_3.jpg,253.421582733813,372.765467625899,367.608633093525,512.0,fish,0,0
96,92b767fe2466b3a4.jpg,422.0,61.0,968.0,511.0,Sandwich,0,0
97,samosa_18.jpg,557.156320797463,201.456844959545,914.327036309253,642.172519387197,samosa,0,0
98,0c65c3305538e98d.jpg,726.0,85.0,1022.0,330.0,Doughnut,0,0
99,egg%20boiled_16.jpg,124.244053353012,53.9874136743897,460.68679740526,307.305724962346,egg,0,0
100,1578975387.887355_0037_3.jpg,10.3136690647482,187.119424460432,145.864748201439,304.989928057554,egg,0,0
101,aa3151d9c7001328.jpg,261.0,479.0,445.0,566.0,Doughnut,0,0
102,0BSP0.jpg,1.96035129604366,235.747711140007,283.240642053206,326.821274407401,roll,0,0
103,1578976328.983514_0112_3.jpg,128.184172661871,9.57697841726619,306.463309352518,143.654676258993,chicken,0,0
104,1572413169.113633_4649_3.jpg,222.480575539568,123.027338129496,419.176978417266,332.98417266187,papadum,0,0
105,1578988530.307078_0122_3.jpg,83.9827338129497,101.663309352518,289.519424460432,220.270503597122,chicken,0,0
106,1572579653.4777_0607_3.jpg,254.158273381295,129.657553956835,361.715107913669,228.374100719424,fish,0,0
107,sri%20lankan%20patis_115.jpg,0.715746421267894,590.889884901892,299.658483961608,795.09754319861,patties,0,0
108,1572588409.786849_1022_3.jpg,357.294964028777,313.830215827338,464.851798561151,443.487769784173,fish,0,0
109,0BL96.jpg,274.375063949522,103.032851402626,447.738062755798,208.882367517906,patties,0,0
110,1578975387.887355_0081_3.jpg,139.971223021583,131.867625899281,240.897841726619,261.525179856115,egg,0,0
111,1579590194.199263_0021_3.jpg,414.020143884892,242.371223021583,494.319424460432,332.247482014389,fish,0,0
112,hamburger_1.jpg,349.113647028256,186.588727891201,2260.54142131814,1414.262174942,burger,0,0
113,sri%20lankan%20patis_124.jpg,166.108182953964,50.4807725934995,242.751267132052,162.55969662946,patties,0,0
114,0DWDP.jpg,181.42093707367,71.600382098397,315.747719133697,268.792113425136,cake_slice,0,0
115,e7f97d90a36c1db7.jpg,186.0,499.0,529.0,802.0,Doughnut,0,0
116,0F0MU.jpg,297.479301671214,142.256269717769,510.790224249659,338.910718472885,Sandwich,0,0
117,1572579653.4777_1624_3.jpg,338.877697841727,169.438848920863,439.067625899281,288.78273381295,fish,0,0
118,1578471296.101452_0030_3.jpg,44.9381294964029,51.568345323741,205.536690647482,247.528057553957,chicken,0,0
119,7f16553eefd23768.jpg,0.0,1.0,1023.0,727.0,Sandwich,0,0
120,1e01cafe9eef821d.jpg,152.0,59.0,865.0,628.0,Sandwich,0,0
121,0DJ4I.jpg,41.1837696111869,2.01909959072306,218.763791780355,196.255640880798,cake_slice,0,0
122,de098ea91dd7231a.jpg,431.0,93.0,1023.0,879.0,burger,0,0
123,1572579653.4777_0531_3.jpg,83.2460431654676,198.906474820144,184.172661870504,332.98417266187,fish,0,0
124,1572413169.113633_4824_3.jpg,198.906474820144,271.102158273381,378.658992805755,500.94964028777,papadum,0,0
125,0D5AA.jpg,116.406782912688,231.717910662517,445.507396828104,416.28294732691,pastry,0,0
126,1573012822.445001_0865_3.jpg,302.043165467626,246.054676258993,422.860431654676,341.087769784173,egg,0,0
127,0H7NZ.jpg,102.974100443383,68.1078855090382,332.404267564802,309.358812777115,roll,0,0
128,1573012822.445001_0316_3.jpg,6.99856115107914,266.682014388489,260.420143884892,385.289208633094,papadum,0,0
129,0CCZV.jpg,1.42302609140518,129.36090179485,193.510295873124,284.64266339103,pastry,0,0
130,7dcfc45eadd3ed22.jpg,80.0,406.0,303.0,595.0,burger,0,0
131,1572413169.113633_4731_3.jpg,299.83309352518,117.870503597122,484.005755395684,321.93381294964,papadum,0,0
132,1572413169.113633_2835_3.jpg,188.592805755396,5.89352517985612,405.91654676259,123.764028776978,papadum,0,0
133,1572588409.786849_0456_3.jpg,44.9381294964029,167.228776978417,142.181294964029,285.09928057554,fish,0,0
134,1573012822.445001_0726_3.jpg,142.181294964029,229.110791366906,254.894964028777,324.143884892086,egg,0,0
135,1572413169.113633_4248_3.jpg,69.2489208633094,22.8374100719424,289.519424460432,201.853237410072,papadum,0,0
136,1573012822.445001_0066_3.jpg,310.515107913669,211.430215827338,405.548201438849,329.30071942446,egg,0,0
137,0B47U.jpg,63.2133569236016,106.525347991985,229.241281548431,233.061191699352,samosa,0,0
138,1579590194.199263_0060_3.jpg,158.388489208633,65.5654676258993,237.214388489209,128.184172661871,fish,0,0
139,4857d63c610b8d29.jpg,2.0,867.0,193.0,1020.0,Doughnut,0,0
140,0EUWZ.jpg,119.899279502046,247.837133888984,374.314226637108,376.253530546555,patties,0,0
141,1572588409.786849_0267_3.jpg,310.88345323741,313.830215827338,423.597122302158,444.224460431655,fish,0,0
142,0c49414184f24eeb.jpg,173.0,114.0,563.0,581.0,burger,0,0
143,1578988530.307078_0206_3.jpg,25.0474820143885,100.926618705036,188.592805755396,302.043165467626,chicken,0,0
144,1579668931.543347_0045_3.jpg,374.975539568345,90.6129496402878,500.94964028777,294.676258992806,papadum,0,0
145,6ba16314755b1c4a.jpg,148.0,44.0,883.0,682.0,burger,0,0
146,1578988530.307078_0327_3.jpg,186.38273381295,8.10359712230216,380.132374100719,125.237410071942,chicken,0,0
147,0HCF6.jpg,167.450950716235,185.240847224591,413.537623635744,350.194142756651,roll,0,0
148,0BV1I.jpg,204.256501534789,15.7204313395293,448.999893417463,219.359857285982,fish_bun,0,0
149,1573012822.445001_0055_3.jpg,62.9870503597122,187.119424460432,183.804316546763,279.942446043165,egg,0,0
150,sri%20lankan%20rolls_109.jpg,468.795126149752,421.208966974823,686.151342561492,509.977957384276,roll,0,0
151,1572413169.113633_0987_3.jpg,13.2604316546763,131.867625899281,159.125179856115,361.715107913669,papadum,0,0
152,1567668035.387374_0600_2.jpg,202.834532374101,229.453237410072,300.258992805755,330.071942446043,egg,0,0
153,1572413169.113633_4816_3.jpg,279.205755395683,228.374100719424,489.162589928058,428.753956834532,papadum,0,0
154,0f02a510994eec13.jpg,330.0,442.0,1022.0,1022.0,Doughnut,0,0
155,egg%20boiled_102.jpg,300.26207048225,1321.46899000847,585.538106657001,1650.93686753048,egg,0,0
156,0GH5T.jpg,147.301948328786,25.9292691635402,374.851530525239,213.042291950887,fish_bun,0,0
157,1572588409.786849_1025_3.jpg,264.471942446043,94.2964028776978,374.975539568345,198.169784172662,fish,0,0
158,1572579653.4777_1673_3.jpg,199.643165467626,56.7251798561151,305.726618705036,153.968345323741,fish,0,0
159,43c98b72c383eeb8.jpg,151.0,35.0,984.0,555.0,Sandwich,0,0
160,0A0MS.jpg,151.600336800819,189.001995758015,334.016179229195,346.433015539734,Doughnut,0,0
161,d69ca12742c1184c.jpg,0.0,101.0,682.0,1023.0,Doughnut,0,0
162,1579590194.199263_0108_3.jpg,177.542446043166,114.187050359712,246.791366906475,181.962589928058,fish,0,0
163,00J3D.jpg,105.660619884038,46.8842486996931,239.718771316508,154.345681808492,patties,0,0
164,1579590194.199263_0102_3.jpg,232.794244604317,224.690647482014,333.720863309352,286.572661870504,fish,0,0
165,1573012822.445001_0068_3.jpg,60.0402877697842,165.755395683453,181.594244604317,258.578417266187,egg,0,0
166,1578976328.983514_0211_3.jpg,222.480575539568,145.128057553957,407.389928057554,331.510791366906,chicken,0,0
167,1572413169.113633_1016_3.jpg,16.9438848920863,145.864748201439,194.486330935252,383.079136690647,papadum,0,0
168,1572588409.786849_1345_3.jpg,36.8345323741007,181.962589928058,149.548201438849,282.152517985612,fish,0,0
169,sri%20lankan%20patis_100.jpg,836.005872697817,436.908393641286,1518.38596734311,1001.08094011127,patties,0,0
170,1579668931.543347_0121_3.jpg,245.317985611511,344.034532374101,477.375539568345,499.476258992806,papadum,0,0
171,0F4X7.jpg,123.929079979536,187.658736037688,328.911770975443,404.730807149557,pastry,0,0
172,0BZ3F.jpg,241.062052353342,149.509925498806,500.581407742156,371.686383547919,burger,0,0
173,0BSP0.jpg,27.4824351978172,22.4367725741814,178.465744372442,234.673103363745,roll,0,0
174,1578988530.307078_0060_3.jpg,260.051798561151,64.0920863309353,436.120863309353,245.317985611511,chicken,0,0
175,5f11563d3bcbebeb.jpg,145.0,115.0,797.0,574.0,Sandwich,0,0
176,1572579653.4777_0664_3.jpg,158.388489208633,349.191366906475,285.09928057554,457.484892086331,fish,0,0
177,d5bc8f2167cbc248.jpg,0.0,0.0,707.0,580.0,Sandwich,0,0
178,1573012822.445001_0327_3.jpg,127.079136690648,245.317985611511,235.372661870504,357.294964028777,egg,0,0
179,0d082046c4eb103a.jpg,56.0,183.0,958.0,932.0,Sandwich,0,0
180,12bfe0ef6ed127bc.jpg,394.0,438.0,484.0,501.0,Doughnut,0,0
181,1572579653.4777_1924_3.jpg,346.981294964029,173.122302158273,464.851798561151,279.942446043165,fish,0,0
182,1578988530.307078_0300_3.jpg,45.6748201438849,259.315107913669,216.587050359712,494.319424460432,chicken,0,0
183,1579590194.199263_0029_3.jpg,319.723741007194,226.164028776978,391.919424460432,318.25035971223,fish,0,0
184,1573012822.445001_0648_3.jpg,316.408633093525,151.758273381295,427.648920863309,257.105035971223,egg,0,0
185,0DXMA.jpg,198.346116132333,71.0630675520123,420.522616814461,180.67374285897,roll,0,0
186,1572588409.786849_0599_3.jpg,222.480575539568,327.090647482014,353.611510791367,436.857553956835,fish,0,0
187,1572588409.786849_2384_3.jpg,26.5208633093525,183.435971223022,191.907913669065,407.389928057554,papadum,0,0
188,822603254a67e0b7.jpg,124.0,410.0,582.0,755.0,burger,0,0
189,1572413169.113633_4310_3.jpg,237.951079136691,114.923741007194,487.689208633094,230.584172661871,papadum,0,0
190,1578457952.724229_0194_3.jpg,308.673381294964,214.376978417266,512.0,370.555395683453,chicken,0,0
191,ed710df9a5fdbbcb.jpg,668.0,397.0,918.0,631.0,Doughnut,0,0
192,1c95e5d6343e463f.jpg,259.0,328.0,449.0,451.0,burger,0,0
193,1579590194.199263_0050_3.jpg,332.247482014388,330.774100719424,433.174100719424,408.863309352518,fish,0,0
194,0CC9B.jpg,116.944086800819,192.763144291439,253.151453785812,339.716652988574,cup_cake,0,0
195,0HV3C.jpg,138.70500085266,76.8349249658936,275.181041098226,184.972195280525,cutlet,0,0
196,f458dce9f6aa83f5.jpg,702.0,0.0,1022.0,189.0,Sandwich,0,0
197,1572588409.786849_0747_3.jpg,122.290647482014,275.522302158273,235.741007194245,382.342446043165,fish,0,0
198,1578976328.983514_0181_3.jpg,33.8877697841727,83.9827338129497,181.962589928058,257.841726618705,chicken,0,0
199,1573012822.445001_0287_3.jpg,42.3597122302158,206.273381294964,163.913669064748,297.623021582734,egg,0,0
200,cutlet_167.jpg,1186.86348384895,1306.34908179144,1633.03137795723,1772.46308247357,cutlet,0,0
201,1573012822.445001_0050_3.jpg,327.827338129496,197.43309352518,428.01726618705,310.88345323741,egg,0,0
202,sri%20lankan%20rolls_152.jpg,735.049383015267,39.7673046845856,1134.86773063247,330.584818851736,roll,0,0
203,1573012822.445001_0102_3.jpg,183.804316546763,281.415827338129,286.204316546763,400.023021582734,egg,0,0
204,a46d3dcaf6193bad.jpg,0.0,0.0,1023.0,767.0,Doughnut,0,0
205,sandwich_103.jpg,487.111579229537,147.744875199474,983.286134831025,442.369878069606,Sandwich,0,0
206,0C5M7.jpg,170.67477404502,58.9736554612892,313.3298303206,187.121410833049,cup_cake,0,0
207,12982f1ebbfd5ebd.jpg,26.0,54.0,555.0,569.0,burger,0,0
208,0CLSF.jpg,185.726550511509,40.2004344570686,370.461556905371,104.475815756097,roll,0,0
209,1579590194.199263_0088_3.jpg,172.385611510791,155.441726618705,265.208633093525,218.060431654676,fish,0,0
210,1572579653.4777_1720_3.jpg,91.3496402877698,209.956834532374,190.802877697842,324.143884892086,fish,0,0
211,1572588409.786849_0346_3.jpg,62.6187050359712,240.161151079137,167.965467625899,359.505035971223,fish,0,0
212,0BS40.jpg,268.73335180764,186.046803056787,448.193958901774,330.582444257333,cake_slice,0,0
213,1578976328.983514_0007_3.jpg,293.939568345324,67.7755395683453,414.020143884892,157.651798561151,egg,0,0
214,6a53118c6ce84c78.jpg,570.0,510.0,721.0,569.0,burger,0,0
215,1572413169.113633_2886_3.jpg,180.489208633094,30.9410071942446,395.602877697842,188.592805755396,papadum,0,0
216,sri%20lankan%20patis_124.jpg,9.88223047230437,153.954372432027,95.3445337380573,319.554125693453,patties,0,0
217,1578457952.724229_0306_3.jpg,239.424460431655,61.1453237410072,416.96690647482,208.48345323741,chicken,0,0
218,1578457952.724229_0188_3.jpg,305.726618705036,207.010071942446,481.058992805755,445.697841726619,chicken,0,0
219,1572588409.786849_3639_3.jpg,76.6158273381295,65.5654676258993,187.856115107914,159.861870503597,fish,0,0
220,0FE5E.jpg,252.345434004093,184.972195280525,412.731689120055,327.358578295532,samosa,0,0
221,1578976328.983514_0102_3.jpg,379.395683453237,94.2964028776978,483.269064748201,199.643165467626,egg,0,0
222,1578976328.983514_0134_3.jpg,194.486330935252,145.128057553957,373.502158273381,308.673381294964,chicken,0,0
223,1572588409.786849_1799_3.jpg,253.421582733813,314.56690647482,389.709352517986,408.126618705036,fish,0,0
224,1579590194.199263_0137_3.jpg,202.589928057554,158.388489208633,403.706474820144,311.620143884892,chicken,0,0
225,1573012822.445001_0291_3.jpg,264.103597122302,190.06618705036,377.553956834532,289.519424460432,egg,0,0
226,1572413169.113633_4607_3.jpg,42.7280575539568,225.427338129496,238.687769784173,467.061870503597,papadum,0,0
227,40ecc39fb8b02642.jpg,110.0,397.0,384.0,653.0,Doughnut,0,0
228,1578988530.307078_0182_3.jpg,24.3107913669065,312.356834532374,274.048920863309,489.162589928058,chicken,0,0
229,samosa_164.jpg,26.6823196669256,26.3838278443882,235.533852519593,223.462240991944,samosa,0,0
230,sri%20lankan%20patis_116.jpg,22.6490319293478,107.39093213257,213.780255954284,302.710444930468,patties,0,0
231,1579590194.199263_0067_3.jpg,198.169784172662,44.2014388489209,275.522302158273,112.713669064748,fish,0,0
232,1578975387.887355_0032_3.jpg,100.926618705036,30.2043165467626,211.430215827338,141.444604316547,egg,0,0
233,0HA90.jpg,128.764814972715,106.79399993605,249.927587824011,298.881323009038,roll,0,0
234,1578988530.307078_0293_3.jpg,210.693525179856,194.486330935252,399.286330935252,399.286330935252,chicken,0,0
235,1578988530.307078_0106_3.jpg,296.14964028777,123.027338129496,470.745323741007,299.83309352518,chicken,0,0
236,1579590194.199263_0205_3.jpg,208.48345323741,112.713669064748,349.191366906475,293.202877697842,chicken,0,0
237,1572413169.113633_4651_3.jpg,215.113669064748,176.069064748201,374.238848920863,397.076258992806,papadum,0,0
238,1578976328.983514_0226_3.jpg,78.0892086330935,53.041726618705,229.847482014388,242.371223021583,chicken,0,0
239,0E3QO.jpg,131.451377046385,236.822340232776,393.925925136426,380.820677545191,pastry,0,0
240,1572579653.4777_0355_3.jpg,88.4028776978417,129.657553956835,210.693525179856,226.90071942446,fish,0,0
241,0C9CQ.jpg,166.644973567531,27.2725342129945,298.016605559345,125.599753261426,patties,0,0
242,1572588409.786849_2313_3.jpg,343.297841726619,280.679136690647,457.484892086331,394.129496402878,fish,0,0
243,0ACGW.jpg,108.347160641201,202.97198211545,345.030972885402,401.506983820771,burger,0,0
244,0FBQE.jpg,0.0,107.331303824181,129.033488233288,300.224582729366,samosa,0,0
245,0ENKX.jpg,348.523469474761,252.135586310539,512.0,399.62635626279,samosa,0,0
246,0BLPN.jpg,267.390070770805,263.95635711545,399.567637278308,397.477183343281,cup_cake,0,0
247,0EXT9.jpg,5.18417462482947,237.896948009038,385.060347032742,423.267940505628,pastry,0,0
248,0FT2N.jpg,110.227745566166,194.912381160471,415.686881821282,359.059720860334,pastry,0,0
249,1573012822.445001_0078_3.jpg,118.238848920863,144.391366906475,213.271942446043,253.421582733813,egg,0,0
250,1579590194.199263_0027_3.jpg,251.211510791367,135.551079136691,324.143884892086,215.85035971223,fish,0,0
251,1578988530.307078_0273_3.jpg,140.707913669065,276.258992805755,376.448920863309,472.955395683453,chicken,0,0
252,1573012822.445001_0820_3.jpg,118.238848920863,100.189928057554,219.902158273381,203.326618705036,egg,0,0
253,0CKL9.jpg,59.4522083901774,140.107043506992,259.599143076398,334.880875362381,fish_bun,0,0
254,1578975387.887355_0051_3.jpg,303.51654676259,127.447482014389,408.863309352518,242.371223021583,egg,0,0
255,3c4eba7663755f69.jpg,486.0,230.0,1023.0,681.0,Doughnut,0,0
256,15d8d4c664299358.jpg,429.0,0.0,1023.0,596.0,burger,0,0
257,0DFGH.jpg,175.510551671214,79.928634997442,343.687691848567,217.210620416951,cup_cake,0,0
258,0D0XG.jpg,149.719794508868,73.2123044210437,277.598929911323,191.957188459243,cup_cake,0,0
259,1579590194.199263_0063_3.jpg,100.189928057554,390.446043165468,207.010071942446,471.482014388489,fish,0,0
260,1578988530.307078_0006_3.jpg,249.001438848921,139.971223021583,436.857553956835,286.572661870504,chicken,0,0
261,1572413169.113633_0667_3.jpg,145.864748201439,81.7726618705036,405.179856115108,162.808633093525,papadum,0,0
262,32d359e406a47767.jpg,0.0,125.0,463.0,735.0,Doughnut,0,0
263,0BWUG.jpg,205.599739938608,176.375269120907,336.165394781719,313.388613254604,cup_cake,0,0
264,1578988530.307078_0054_3.jpg,299.83309352518,144.391366906475,497.26618705036,289.519424460432,chicken,0,0
265,1573012822.445001_0085_3.jpg,160.96690647482,150.284892086331,275.153956834532,250.474820143885,egg,0,0
266,1572579653.4777_1391_3.jpg,76.6158273381295,278.469064748201,199.643165467626,387.49928057554,fish,0,0
267,1572579653.4777_2157_3.jpg,230.58417266187,310.88345323741,366.871942446043,406.653237410072,fish,0,0
268,32cee8345dd3b32d.jpg,548.0,149.0,1023.0,400.0,Sandwich,0,0
269,1572588409.786849_1418_3.jpg,68.5122302158274,51.568345323741,189.329496402878,140.707913669065,fish,0,0
270,23a489125cee316c.jpg,136.0,89.0,866.0,564.0,burger,0,0
